aadhaar_id,full_name,dob,age,gender,address,pincode,income_certificate_id,annual_income,issue_date,valid_until,issuing_authority,state,caste_category,mobile
834975000000.0,Omya Arora,01/06/1994,31,Other,"94, Kalita Street, Nangloi Jat 387462",217016,a2bed63a-97dc-4123-8d5e-922fa8163f95,655626,12/05/2025,12/05/2026,Revenue Department,Himachal Pradesh,SC,9735680573
620897000000.0,Raagini Mishra,02/12/1991,34,Female,"77/89, Bassi Zila, Adoni-313622",731558,59d0fe65-28af-4137-bbec-982aa2d97446,367151,03/02/2024,02/02/2025,Tehsildar,Haryana,ST,9956163381
505115000000.0,Tristan Sengupta,06/12/1985,40,Male,"511, Keer Zila, Sangli-Miraj & Kupwad 145512",252129,0b06d44d-9b5d-4f17-ab51-4b562c773d5f,427225,08/03/2023,07/03/2024,Tehsildar,Meghalaya,SC,9577149713
541462000000.0,Reva Wagle,11/08/1956,69,Male,"03/26, Khatri, Orai 650819",197737,c7e5acf1-2688-4aa9-99a6-bdaa9a73bd80,321897,12/01/2025,12/01/2026,District Magistrate,Jharkhand,OBC,9092145218
399102000000.0,Anirudh Jayaraman,01/06/1986,39,Female,"H.No. 43, Shanker Marg, Thanjavur 279477",993935,ca74263c-72b3-4ecf-b8e3-37a2d312d43b,304815,03/01/2024,02/01/2025,Tehsildar,Uttar Pradesh,General,9873123361
98616579944.0,Radhika Kurian,03/05/1960,65,Female,"94/501, Narayanan Ganj, Malegaon 572003",15460,0f342556-bcff-419f-b168-cc69037acf3b,341121,19/12/2023,18/12/2024,Revenue Department,Himachal Pradesh,OBC,9078168700
394211000000.0,Ayushman Natt,20/06/1957,68,Female,"H.No. 838, Magar Chowk, Hubli–Dharwad-941776",281532,998b8286-5126-4ee2-a55f-28d8171d094b,438169,26/04/2025,26/04/2026,Tehsildar,Chhattisgarh,ST,9019074940
766722000000.0,Samar Pau,11/10/1957,68,Female,"H.No. 259, Patla Nagar, Silchar 938740",807482,edf4d194-7bff-47a9-8693-e8fa35ef289e,710971,18/06/2024,18/06/2025,Revenue Department,Assam,ST,9111590624
328853000000.0,Damyanti Sahni,13/06/1989,36,Female,"76/55, Sani Zila, North Dumdum-396222",230595,fcaf6dc7-b45a-4b21-86b9-0fb0cfced71a,78936,19/04/2024,19/04/2025,Revenue Department,Uttarakhand,General,9532734860
821540000000.0,Hardik Vohra,09/02/1957,68,Male,"H.No. 813, Bobal Chowk, Agra 706664",560264,9bd7a7f4-371a-42ae-8794-4b204ea1207f,196932,05/12/2024,05/12/2025,Revenue Department,Chhattisgarh,General,9192702958
821583000000.0,Faris Raval,14/05/1994,31,Female,"836, Hans Street, Kavali 670791",556842,d40c89bf-2dc6-4a77-b0db-4fdbdac76216,547896,25/03/2023,24/03/2024,Revenue Department,Odisha,General,9302955445
343946000000.0,Ekani Gour,10/04/1984,41,Other,"87/344, Devan Ganj, Ongole-238641",73665,8a56c38c-a0b5-46b0-a277-3c4c0408b003,875310,08/02/2023,08/02/2024,Tehsildar,Odisha,OBC,9615463592
43298026372.0,Varsha Atwal,01/12/1955,70,Other,"937, Hari Marg, Bihar Sharif 768607",92427,ed18c192-bccb-4dda-bf6d-126595e45bfa,716400,01/07/2022,01/07/2023,District Magistrate,Madhya Pradesh,OBC,9476948809
386285000000.0,Alexander Munshi,24/01/1962,63,Male,"17/87, Hayer Road, Katni 898512",302533,986dffbb-b9ad-4372-9cd5-7e0cca6bb076,905404,14/12/2023,13/12/2024,District Magistrate,Karnataka,OBC,9666742568
434828000000.0,Ishwar Tandon,13/12/1999,26,Male,"744, Ahuja Marg, Avadi-043428",438053,3bc49869-2cf5-4854-86c0-5d790119cc3e,900602,24/08/2022,24/08/2023,District Magistrate,Rajasthan,OBC,9607013805
883057000000.0,Daksh Mann,12/06/1956,69,Female,"290, Kannan Path, New Delhi 756508",587572,634ad0e0-d5f6-4f43-b376-cd881860a199,361468,09/10/2022,09/10/2023,District Magistrate,Arunachal Pradesh,SC,9290749513
543362000000.0,Anamika Bobal,27/04/1981,44,Male,"85/67, Morar Nagar, Rajahmundry 061545",942801,bffbad10-9036-467c-87b0-730a723f9c99,439697,23/01/2024,22/01/2025,Tehsildar,Telangana,SC,9955541910
293746000000.0,Januja Baral,28/03/1958,67,Male,"48/109, Gaba Nagar, Sonipat 096159",502798,b0c4d146-0a09-491b-b47a-36502e1d13b2,495536,14/08/2023,13/08/2024,Tehsildar,Odisha,SC,9493690355
833338000000.0,Chatura Sandal,24/11/1994,31,Female,"49, Amble, Malda-793751",312686,4efe6d33-5931-4c6b-880e-52288becc6d0,103851,03/03/2025,03/03/2026,Tehsildar,Uttar Pradesh,ST,9577728940
301110000000.0,Samuel Muni,14/09/1978,47,Other,"277, Sastry Circle, Indore-248426",551641,51450c8e-cbba-4426-801f-77dcc499a9b4,204000,25/10/2024,25/10/2025,Tehsildar,Assam,SC,9609527817
803253000000.0,Tarak Venkataraman,11/12/1962,63,Female,"37/508, Nagi Path, Varanasi-912786",769579,38c3c9af-6efe-401f-a370-2597fdcf62d5,269133,22/06/2022,22/06/2023,District Magistrate,Jharkhand,General,9544846792
19619763069.0,Wazir Wason,03/02/2004,21,Female,"977, Ahluwalia, Sambalpur-439995",14527,fe777588-1ac3-457e-b314-debfe256c853,591983,07/05/2024,07/05/2025,Revenue Department,Bihar,SC,9832797091
397856000000.0,Tara Ganesan,17/12/1984,41,Other,"H.No. 60, Gandhi Road, Guntakal 372842",95063,d316dd75-992f-4a93-b27a-731f9a1a2945,407071,29/08/2022,29/08/2023,Tehsildar,Goa,General,9349727912
770300000000.0,Kevin Puri,02/06/1970,55,Female,"H.No. 333, Deep Circle, Miryalaguda-743655",407457,283dbac2-3b1b-4c09-a03e-a22937ca9104,689447,24/11/2022,24/11/2023,Revenue Department,Mizoram,OBC,9151941086
916612000000.0,Zansi Mangal,03/12/1976,49,Other,"109, Sangha Road, Morbi-915190",38041,7648e97f-81b0-48d3-9b03-3a01c2229b3c,297788,31/05/2025,31/05/2026,District Magistrate,Karnataka,SC,9545257115
123577000000.0,Mahika Khanna,30/04/1971,54,Female,"680, Balasubramanian Path, Mangalore-648404",171584,420f7090-91ba-443f-8d99-2b5006c45913,928049,24/07/2022,24/07/2023,Revenue Department,Andhra Pradesh,OBC,9805582270
97413083409.0,Isaiah Sem,22/04/1987,38,Male,"90/86, Mutti, Howrah 317246",915580,8380faf1-3192-4240-b5f3-b9df21ea0e4b,291382,26/11/2023,25/11/2024,District Magistrate,Arunachal Pradesh,ST,9702464042
22150454887.0,Ekalinga Deshmukh,15/07/1959,66,Male,"448, Gala Marg, Mahbubnagar-364676",228849,14996aa4-c70f-4352-b1f0-c1a71bb15a2d,880164,01/09/2024,01/09/2025,Tehsildar,Himachal Pradesh,General,9694768329
21680417157.0,Indrajit Nair,08/11/1993,32,Female,"H.No. 61, Kohli Street, Shahjahanpur 098312",226069,e8d5387e-ffe7-41b7-8ba1-77e258b6aee7,947701,26/02/2023,26/02/2024,Revenue Department,Sikkim,SC,9759922923
809179000000.0,Abeer Parekh,16/07/2005,20,Female,"H.No. 851, Mitter Circle, Meerut-967905",922722,d655b9df-1768-4ad0-89d2-d14da9279e38,397435,27/05/2025,27/05/2026,Tehsildar,Himachal Pradesh,OBC,9468127385
711754000000.0,Bhavika Oak,02/10/2004,21,Other,"59/71, Vyas Ganj, Bhalswa Jahangir Pur-473988",937853,1ecbddb7-52ac-49e5-8e9a-b83fe39a5b24,693998,28/07/2023,27/07/2024,District Magistrate,Himachal Pradesh,ST,9941888468
433725000000.0,Baghyawati Tank,09/11/1990,35,Male,"H.No. 81, Bassi Ganj, Jehanabad-618659",904072,680a6feb-ecaa-4bd0-82af-9d91a7ff9d3b,651440,04/06/2023,03/06/2024,Tehsildar,Maharashtra,OBC,9957431170
591746000000.0,Saumya Buch,01/08/2006,19,Male,"H.No. 397, Oak Circle, Rewa 370231",346049,5f95fa2c-2c01-4a82-ad80-cc9ee6d70933,845300,30/06/2024,30/06/2025,Revenue Department,Rajasthan,ST,9398181617
768970000000.0,Lohit Banik,11/04/1962,63,Other,"03/52, Char Ganj, Agra-951923",6821,2adf861b-94e4-4f43-83cc-fb9a2c44c4c5,739254,11/06/2025,11/06/2026,Tehsildar,Tripura,SC,9923465058
92060489.0,Aarnav Datta,15/09/1958,67,Female,"949, Naik Circle, Sultan Pur Majra-858866",629901,3f1ddddf-daaf-470a-9e0d-eaecef1e88bc,815699,19/04/2023,18/04/2024,Revenue Department,Tamil Nadu,ST,9266162062
979954000000.0,Janani Bhargava,02/04/1993,32,Female,"H.No. 964, Om Marg, Amroha 110446",965544,1b91560f-34a9-44a4-8c30-1bfd61daa2d2,709364,17/03/2023,16/03/2024,Tehsildar,Meghalaya,OBC,9355485930
45977618147.0,Logan Nair,10/03/1964,61,Other,"12, Kale Circle, Varanasi 830461",267540,763fc7da-d66f-4cc2-8c47-8cdcf1c79bbb,726653,13/05/2024,13/05/2025,Tehsildar,Goa,ST,9973481579
67080678245.0,Pranit Bains,25/08/2006,19,Other,"92, Tara Road, Sasaram-743166",373553,000af330-2439-413c-a6e2-f9b45c5a9572,739078,21/01/2023,21/01/2024,Tehsildar,Meghalaya,OBC,9003557451
596493000000.0,Wahab Walla,07/12/1973,52,Male,"H.No. 90, Anand Road, Kanpur 093144",553567,4a32ac6d-7c78-4d5a-b655-71768da8bd71,338754,07/03/2024,07/03/2025,Tehsildar,Sikkim,OBC,9324525136
119660000000.0,Ishita Datta,17/01/1968,57,Male,"880, Joshi Path, Indore 259394",234353,6d8bccb7-ebd8-405f-a473-90ce4872aa99,358124,15/11/2024,15/11/2025,Revenue Department,Himachal Pradesh,SC,9080756850
844511000000.0,Yamini Barad,29/04/1998,27,Female,"12/49, Biswas Street, Karimnagar 362087",647921,7fe85de3-b081-4a15-8f0e-d22a5e9cf010,181832,06/07/2023,05/07/2024,District Magistrate,Meghalaya,ST,9915656519
231552000000.0,Harinakshi Ghose,11/12/1992,33,Female,"859, Kashyap Zila, Kochi-641391",320227,b9af8c31-a029-47e5-b804-ac42baf6a084,638311,01/08/2022,01/08/2023,Tehsildar,Nagaland,ST,9152679905
203592000000.0,Patrick Ravel,23/12/1967,58,Female,"58/17, Kunda Chowk, Shimla 548477",876466,a65825a6-e836-49f5-a91d-b5b4186a9b76,185837,23/08/2022,23/08/2023,Revenue Department,West Bengal,SC,9387680352
147555000000.0,Jonathan Dey,09/08/1987,38,Other,"H.No. 52, Butala Zila, Maheshtala 496669",775835,91a7e8b4-6b2f-4eb7-b408-d2a95bb4728f,410464,17/04/2023,16/04/2024,Revenue Department,Madhya Pradesh,General,9589863413
379705000000.0,Turvi Subramanian,04/05/1985,40,Male,"H.No. 559, Tiwari Street, Bahraich-433469",846205,10c2d551-860d-4731-a536-7ff724392a4f,179553,02/01/2024,01/01/2025,Revenue Department,Rajasthan,General,9471798040
207703000000.0,Nidra Aurora,10/10/1993,32,Female,"082, Rout Circle, Siliguri-818880",3476,1d5390a9-802e-4084-bb67-a31f71904a71,612429,19/11/2023,18/11/2024,Revenue Department,Himachal Pradesh,SC,9464287985
771886000000.0,Isaac Choudhary,19/05/2005,20,Male,"H.No. 006, Doshi Zila, Mirzapur-252745",867396,21927dc6-76c2-4be7-a6e0-a53d540993bd,497975,25/01/2023,25/01/2024,District Magistrate,Uttarakhand,General,9981878042
351003000000.0,Pallavi Vasa,20/02/1971,54,Female,"H.No. 571, Dhar Street, Raebareli-800503",599078,bd859d2d-2991-4471-a73b-8c95642b0d4b,634035,07/02/2024,06/02/2025,Tehsildar,Mizoram,OBC,9039218453
846021000000.0,Yashica Rai,26/07/1977,48,Male,"80/58, Raju Ganj, Malda-510687",134402,3b5f759e-e393-4f1b-afca-a16c64b75ea2,889354,14/07/2022,14/07/2023,District Magistrate,Bihar,ST,9590208159
401726000000.0,Triveni Lad,27/06/1975,50,Female,"27, Mody Zila, Dibrugarh 470402",453868,4e31c071-06e0-4a71-be09-01c1cc43531b,819968,14/01/2025,14/01/2026,Tehsildar,Andhra Pradesh,OBC,9741413028
340209000000.0,Ekaja Master,01/03/1989,36,Male,"H.No. 671, Bhalla, Nadiad-157384",63351,e3fddbf1-1da4-4c0d-abb1-c2a7c336e415,595706,22/03/2025,22/03/2026,District Magistrate,Kerala,SC,9605151893
304482000000.0,Omisha Rajagopalan,15/08/1998,27,Male,"H.No. 95, Pal Chowk, Durg 058555",938811,a07e23e3-1ac4-4ab2-a4d0-0c4a036248ec,88758,09/12/2022,09/12/2023,District Magistrate,Meghalaya,ST,9451969498
198169000000.0,Ayushman Bir,13/03/1968,57,Other,"40, Vyas Ganj, Ramgarh 676683",416973,c1f45bc7-d856-486a-8ac9-72454514d15b,349109,22/10/2022,22/10/2023,District Magistrate,Jharkhand,General,9123744918
273138000000.0,Anirudh Raja,20/02/2007,18,Male,"H.No. 26, Dora Ganj, Avadi 945758",489590,863f9896-27b1-4947-bb09-01ed13a48a52,918325,05/11/2024,05/11/2025,Tehsildar,Karnataka,ST,9872483618
520721000000.0,Logan Chakraborty,30/12/1984,41,Male,"308, Dubey Ganj, Bhilai 107335",287181,9b1b72a8-18e4-493a-8624-5da3a6aae07f,452465,20/09/2022,20/09/2023,Revenue Department,Tamil Nadu,OBC,9993913657
849100000000.0,Advika Suresh,21/09/1996,29,Other,"69/715, More, Noida-012817",564869,4303ed05-d5c9-475d-8063-b5a3e205f424,791485,17/08/2023,16/08/2024,District Magistrate,Kerala,ST,9873685460
752323000000.0,Sanaya Kalla,11/06/1966,59,Other,"104, Apte Circle, Bongaigaon-191877",607774,7f650670-0e22-4120-aace-fe8b526656bb,380183,05/03/2025,05/03/2026,Tehsildar,Uttarakhand,General,9955641931
474073000000.0,Azaan Char,29/08/1985,40,Other,"75/46, Sama Nagar, Madanapalle 617678",67411,a79cba51-0039-4d5c-b882-e74669e7e8b9,597603,19/02/2024,18/02/2025,Tehsildar,Assam,SC,9767744595
957415000000.0,Upadhriti Dixit,29/08/1967,58,Male,"75/39, Parikh Ganj, Siliguri 250832",973139,d56fcd9b-2999-4966-8936-b162a0f57dbf,75168,30/12/2024,30/12/2025,Revenue Department,Assam,ST,9502894691
198255000000.0,Zashil Ravel,29/04/1992,33,Male,"H.No. 89, Master Nagar, Bhatpara-839000",363942,18ae6a63-62b8-46d2-9973-3be23501b0b7,907042,13/01/2023,13/01/2024,Revenue Department,Nagaland,General,9232865249
781170000000.0,Fariq Hari,17/12/1966,59,Female,"69/07, Rout, Nagercoil 441939",882254,ebed545a-c445-45cf-851c-b2e40338e45d,336411,19/02/2023,19/02/2024,Tehsildar,Tamil Nadu,ST,9884636422
96346400355.0,Upma Kaur,11/01/2006,19,Male,"564, Garde Marg, Morbi 677946",206059,016a797b-1a0b-4b0f-b751-f6c603fcde25,116956,29/03/2024,29/03/2025,District Magistrate,Arunachal Pradesh,ST,9512153909
582069000000.0,Lekha Prabhu,31/05/1984,41,Male,"H.No. 60, Kapadia, Imphal-324551",860347,a5d1dab9-40c8-4b10-a8d8-36a34e213898,248619,18/05/2023,17/05/2024,Tehsildar,Madhya Pradesh,SC,9439129213
802740000000.0,Vanya Arya,20/09/1977,48,Male,"61/306, Mishra Road, South Dumdum 393227",74186,6aab93cf-be6e-453b-bf09-cb8b982e0ae7,496300,18/01/2024,17/01/2025,Tehsildar,Himachal Pradesh,OBC,9795994892
966683000000.0,Ranbir Misra,08/06/1959,66,Female,"90/019, Kara Zila, Dibrugarh-318537",707996,8a393075-f60f-41a1-87f7-e191003dfb16,630155,11/02/2025,11/02/2026,District Magistrate,West Bengal,ST,9325790401
454259000000.0,Yuvraj Deshmukh,26/03/1965,60,Male,"13/53, Sidhu Ganj, Bhilai-170824",89352,43a12ad1-4ec2-442f-921e-9283675504f6,59250,05/12/2024,05/12/2025,Tehsildar,Punjab,SC,9693265622
792308000000.0,Rachit Gill,16/10/1974,51,Female,"H.No. 803, Lal Path, Dehri-200856",281554,c8484aa8-7ce9-4089-a4c1-ee1b17a94779,434535,08/10/2022,08/10/2023,District Magistrate,Arunachal Pradesh,General,9325327332
268120000000.0,Ganga Loyal,12/03/2007,18,Male,"H.No. 041, Nagar Zila, Morbi 715403",634337,df48d140-d499-43df-9c55-76e30334bd64,437112,04/11/2023,03/11/2024,Tehsildar,Madhya Pradesh,General,9485040886
322600000000.0,Falak Iyer,24/05/2004,21,Other,"H.No. 44, Dhawan Zila, Ramgarh-481558",182480,7c89d213-4e37-444b-85dc-22e012fcf8fb,608146,23/04/2024,23/04/2025,Tehsildar,Tripura,ST,9088391750
474741000000.0,Hemal Wadhwa,19/09/2000,25,Female,"07/952, Murthy Street, Kamarhati 884931",765691,1c9ec0c9-3ac3-4a84-97ec-15c796421355,86406,04/07/2023,03/07/2024,Tehsildar,Chhattisgarh,SC,9459905551
641214000000.0,Vritti Sharaf,06/03/1985,40,Female,"H.No. 68, Sur Marg, Tiruchirappalli-012540",93208,5770c6f9-8ad0-445d-9140-ddbaee6b876c,319014,17/12/2024,17/12/2025,Tehsildar,Andhra Pradesh,OBC,9511235110
691747000000.0,Yadavi Buch,09/05/1999,26,Male,"89, Chauhan Zila, Eluru 100710",453818,b779bbcc-51c1-4db6-9d1d-87e26ffcfe46,772388,27/11/2024,27/11/2025,Revenue Department,West Bengal,OBC,9905166004
215974000000.0,Chavvi Pandit,15/01/1999,26,Female,"99/33, Chaudry Marg, Kamarhati-423568",454202,367f8be5-886b-4d3f-ae1c-cca3e06d8170,101434,12/10/2022,12/10/2023,Revenue Department,Haryana,OBC,9891638743
152347000000.0,Parth Purohit,13/01/1957,68,Female,"06, Johal Circle, Narasaraopet 323462",726546,565208be-eed5-4123-92df-9165bd445db8,96357,24/05/2023,23/05/2024,Tehsildar,Kerala,OBC,9931800999
8599961727.0,Farhan Varughese,24/10/1985,40,Female,"72/529, Samra Path, Varanasi 383584",728109,d7dc868f-eeed-4168-bd47-d6eafc9d51d5,65361,02/04/2023,01/04/2024,Tehsildar,West Bengal,OBC,9701449016
114665000000.0,Anamika Agarwal,07/12/1954,71,Male,"049, Sagar Road, Sri Ganganagar 393715",882032,303364b4-19ce-4df6-9bd0-94fbd82292a2,571526,16/09/2023,15/09/2024,District Magistrate,Goa,ST,9566844486
800542000000.0,Bina Keer,19/04/1999,26,Male,"50, Seth, Visakhapatnam-612850",96641,10df3d5d-c416-4bea-8bc5-0522616fffc4,179022,11/11/2022,11/11/2023,Tehsildar,Kerala,OBC,9186845368
483929000000.0,Bachittar Wali,10/05/1972,53,Female,"67/961, Nayar Zila, Rohtak-153343",398762,59dd3a43-f871-4825-9297-94cc4538185b,981585,14/09/2023,13/09/2024,Tehsildar,Madhya Pradesh,SC,9349358867
477938000000.0,Zehaan Vala,01/01/1981,44,Male,"H.No. 484, Hora Circle, Munger 972605",409813,d0a300a2-725e-4f22-8d45-fa07468e5aa8,282617,28/04/2025,28/04/2026,District Magistrate,Haryana,General,9803101538
753564000000.0,Hredhaan Kannan,13/09/1983,42,Other,"97/246, Batra Marg, Ichalkaranji 382410",43824,73be87bc-b1e3-4a63-bc54-de6bc59962c6,249316,30/07/2023,29/07/2024,District Magistrate,Jharkhand,SC,9268088490
200177000000.0,Pavani Soni,28/08/1958,67,Male,"H.No. 371, Bath Nagar, Ranchi 858814",874835,50eda534-c20a-4782-943a-0fbf829e29eb,343036,09/07/2022,09/07/2023,Tehsildar,Manipur,ST,9941641560
95415825482.0,Ishanvi Sastry,28/10/1988,37,Female,"20/905, Choudhry Marg, Haridwar-267544",813576,c8079b63-39fa-441a-84ef-f2452191e443,904733,17/05/2023,16/05/2024,Revenue Department,Nagaland,OBC,9955392229
399880000000.0,Arya Venkatesh,20/03/1986,39,Male,"12, Wadhwa Circle, Mirzapur 638705",326153,1a4adfb3-4b02-4159-b231-c1ff5a38e522,489850,12/08/2024,12/08/2025,District Magistrate,Sikkim,ST,9475653162
627910000000.0,Chandani Sunder,15/11/1984,41,Other,"28/575, Barad Street, Ongole-374857",906956,3dcdbc85-a108-4cb5-a266-a52ee5f146b9,637611,17/07/2024,17/07/2025,District Magistrate,Goa,General,9425191968
333071000000.0,Aahana Kulkarni,22/04/1955,70,Female,"22/98, Sabharwal, Satna 683872",97506,197d4906-d567-4a13-9fc8-5d1b7687a566,281940,29/06/2022,29/06/2023,Revenue Department,West Bengal,SC,9887857015
614259000000.0,Chatura Chanda,18/03/2004,21,Other,"85/46, Chauhan Zila, Sonipat 322432",69840,8da534f9-f120-463b-a221-f3a7fb54f498,54397,25/01/2023,25/01/2024,District Magistrate,Andhra Pradesh,General,9655259863
54047918525.0,Maanas Bath,14/02/2006,19,Male,"210, Rama Nagar, Salem-585856",718946,c51f63c3-5a8c-4112-b2e3-6b0ee8e68f08,85706,25/05/2024,25/05/2025,Revenue Department,Rajasthan,ST,9212536690
751652000000.0,Siddharth Munshi,10/02/1983,42,Other,"49/471, Savant, Anantapur-888008",573732,245fbc1e-9077-43ca-930c-38402138c8aa,690525,28/02/2025,28/02/2026,Revenue Department,Tripura,ST,9296627250
243357000000.0,Advik Bala,12/08/1966,59,Male,"58, Barad Chowk, Navi Mumbai 623479",629789,c5935eff-dfc6-4597-878c-b5dcf5e39287,399447,03/03/2023,02/03/2024,Revenue Department,Sikkim,ST,9456675861
896310000000.0,Jyoti Nagi,03/07/1959,66,Female,"134, Dara Marg, Madurai 339901",268825,a954f4af-8d43-4f34-a1f7-e01addc275ba,584945,16/02/2023,16/02/2024,Revenue Department,Jharkhand,General,9471951779
417671000000.0,Dominic Sami,05/07/1982,43,Female,"38/497, Varkey Chowk, Parbhani 869089",91456,71044975-399e-42f1-b8a9-56e3b4512026,633887,11/06/2024,11/06/2025,Tehsildar,Tripura,General,9228888936
8032654511.0,Ranbir Parmer,17/11/1967,58,Female,"H.No. 099, Datta Marg, Sambalpur-124407",731628,7a9775c8-85eb-4f6c-b79a-2c0273f6e008,999095,15/06/2022,15/06/2023,Tehsildar,Chhattisgarh,General,9965754614
415451000000.0,Chakradhar Badami,31/10/1957,68,Male,"83/747, More Nagar, Jorhat 762153",945330,b27cbeb7-b1c5-4169-acad-e95b8d714249,961018,10/07/2022,10/07/2023,District Magistrate,West Bengal,General,9884830620
341099000000.0,Neel Agarwal,09/12/1960,65,Female,"381, Mitra, Thrissur 053559",731896,7e8a9eed-5797-480c-9732-42716afdba25,511526,19/04/2023,18/04/2024,District Magistrate,Tripura,OBC,9254752859
855462000000.0,Amaira Chopra,04/12/1972,53,Other,"44/61, Ravi Road, Bidhannagar-244427",659432,fc95ef9b-5bff-4733-8d0e-fafa400a9f69,638548,19/03/2024,19/03/2025,Revenue Department,Assam,General,9789155835
917479000000.0,Eta Hari,17/05/1994,31,Female,"68, Ramesh Chowk, Ballia-195338",739395,634c5bad-91a1-4b87-bb31-9c963b1220d1,886809,23/02/2024,22/02/2025,Revenue Department,Telangana,ST,9649386842
161818000000.0,Falak Sathe,20/02/2004,21,Other,"82/781, Pillai Circle, Thiruvananthapuram-477504",433502,523a560e-7a20-4114-8273-0b06624ab9e2,381251,20/11/2022,20/11/2023,Revenue Department,Goa,General,9588571210
989647000000.0,Osha Suri,31/10/1957,68,Other,"80/755, Choudhury Nagar, Ambattur-136488",641153,4551e43b-7caf-48eb-ac00-c974faf87edc,236154,28/10/2023,27/10/2024,Tehsildar,Tamil Nadu,OBC,9619745914
2884364683.0,Ati Wali,27/05/1972,53,Other,"10/648, Bhardwaj Road, Ongole-268366",308859,0a12a081-0097-4331-862a-b0f76ac5f062,905583,07/08/2024,07/08/2025,Tehsildar,Meghalaya,General,9168861031
374492000000.0,Rachita Bhagat,21/01/1967,58,Other,"83/696, Kamdar Chowk, Ujjain-484073",579282,6c2d678e-ad57-497b-bd53-30f7b308c25c,95300,23/11/2023,22/11/2024,District Magistrate,Gujarat,OBC,9923646979
873576000000.0,Champak Handa,10/09/1996,29,Female,"H.No. 48, Dugar Marg, Yamunanagar-993007",785132,85bfdc81-d388-4cfd-92d8-715fdaea08fe,664536,22/04/2023,21/04/2024,Tehsildar,Uttarakhand,OBC,9842165621
995118000000.0,Ladli Kurian,13/12/1981,44,Other,"808, Munshi Ganj, Arrah-592325",262720,5b3d63fe-b9a5-4c61-8d39-6fd580a689b3,463124,14/12/2022,14/12/2023,Tehsildar,Jharkhand,SC,9712671073
711599000000.0,Faras Dara,24/08/1959,66,Male,"252, Mody Path, Khammam 761031",452754,ec16792d-ed2e-42f4-92f5-1d220e7f560b,924112,10/10/2022,10/10/2023,Tehsildar,Gujarat,ST,9458348737
276963000000.0,Zaitra Bhatt,19/06/2001,24,Female,"76/40, Natt Zila, Hazaribagh-480322",238294,72352f4c-0f84-4bc6-b406-1c65ed3e7fb5,591803,18/04/2025,18/04/2026,District Magistrate,Himachal Pradesh,General,9256004902
92802244283.0,Riya Divan,27/03/1987,38,Other,"76, Mangal Ganj, Khammam 010351",386244,3e5bd090-8129-43d9-946d-8654148d86ac,842469,08/03/2025,08/03/2026,Tehsildar,West Bengal,SC,9400730533
26385884865.0,Daksha Behl,08/01/1974,51,Male,"81/17, Shukla Ganj, Shahjahanpur 705376",205841,d65dbe81-b647-4d3d-93d3-9c7f083b2e09,494976,23/07/2022,23/07/2023,Tehsildar,Arunachal Pradesh,SC,9506897666
153295000000.0,Chaitanya Choudhary,20/04/1995,30,Female,"17/33, Ramesh Street, Jamnagar-297179",629313,8645bea7-adc3-4901-ab6e-4c31e0dd7249,306887,04/01/2025,04/01/2026,Tehsildar,Meghalaya,ST,9803880640
334745000000.0,Diya Parsa,12/12/1988,37,Female,"05/897, Bedi Zila, Bellary 552566",89311,b95c873c-ca7b-4968-a99c-abf9dfb9df3c,767134,24/08/2022,24/08/2023,Revenue Department,Himachal Pradesh,General,9400776775
133610000000.0,Nakul Pradhan,17/04/1956,69,Female,"87/369, Patla Nagar, Thrissur-349615",389935,38973070-0cf0-4025-b187-f623e3c8611e,497424,01/03/2024,01/03/2025,Tehsildar,Odisha,OBC,9565893404
306746000000.0,Pallavi Chand,18/06/1996,29,Female,"75/344, Narayanan Ganj, Tumkur-267714",132282,516fa54d-2844-4ea6-b51d-14f40ebd5f6d,779880,21/07/2023,20/07/2024,Tehsildar,Maharashtra,ST,9756723585
921685000000.0,Anita Balay,03/12/1961,64,Other,"01, Wadhwa Marg, Ahmednagar-268102",112554,3c4d3dc4-f13a-4c08-a3ec-180b8045b3eb,59995,19/01/2025,19/01/2026,Tehsildar,Uttarakhand,OBC,9088224824
29152506251.0,Anmol Kurian,18/07/1956,69,Other,"37/836, Madan Zila, Muzaffarpur 111458",846411,6191eee6-099a-4eed-98cc-4ef39ad54226,79047,21/10/2024,21/10/2025,District Magistrate,Bihar,General,9434721580
999257000000.0,Zayan D’Alia,14/11/1977,48,Other,"69/94, Bandi Street, Nandyal-984496",109608,432a48ef-5ac8-4c5e-90fd-3da328dfd8da,771299,06/06/2025,06/06/2026,Revenue Department,Nagaland,General,9040514600
606889000000.0,Unnati Anne,08/11/1955,70,Other,"82/649, Pillai Chowk, Gangtok 765878",937414,9604afe1-d684-497b-b3a7-bd7c1e174254,474786,30/12/2022,30/12/2023,Revenue Department,Meghalaya,SC,9707110897
215633000000.0,Xavier Kunda,24/02/1980,45,Male,"81/48, Subramaniam Zila, Bulandshahr-323395",208699,a057e11f-ed4a-4ab2-8dba-1596c3ddd7c2,798424,16/07/2023,15/07/2024,Tehsildar,Mizoram,OBC,9153390158
715685000000.0,Naveen Karnik,21/07/1972,53,Other,"17/06, Bajaj Road, Nizamabad-063938",504451,268f1c7d-44ee-4c97-b325-f1429ba77993,429662,16/07/2024,16/07/2025,Tehsildar,Odisha,General,9329473866
